"length","width","size","conc1","conc2","asym","long","trans","alpha","dist"
25.2701,16.9694,2.8179,0.3483,0.1787,-12.9026,13.0698,10,2.33537777791792,85.5765
81.5827,22.0786,3.1838,0.2502,0.1287,24.4813,51.1844,14.7843,0.872871987150474,354.892
93.2945,24.2211,3.2695,0.2032,0.1089,-2.0955,62.521,15.7291,1.1664109946847,326.515
23.2796,16.4149,2.6646,0.4177,0.276,7.4148,17.5575,7.5244,1.75571855593222,86.2246
36.939,18.2265,3.0943,0.3477,0.1767,13.7988,27.5274,13.6707,1.63517546328251,197.201
37.6898,16.1959,2.8347,0.3833,0.2173,21.7774,25.3352,9.673,1.11937322132261,208.832
13.2566,10.3836,2.1717,0.7946,0.4747,13.4475,5.9458,11.1924,1.98963850734613,238.572
23.7368,11.5514,2.4448,0.5925,0.4111,24.1505,16.2873,10.2465,2.34412174014117,181.687
54.9287,14.8781,3.0292,0.2609,0.1407,61.8659,41.1847,7.0632,1.72386189999491,216.123
43.7342,18.6058,3.1263,0.2684,0.1372,-7.5902,32.6551,12.8509,1.52381920788934,228.839
58.1603,30.2688,3.4278,0.2095,0.1245,36.3677,44.1205,11.9627,1.13055859819006,270.772
22.2511,17.4424,2.6314,0.3855,0.2348,4.0702,16.2053,7.2448,2.02702539471274,93.1668
65.4978,18.2304,3.2549,0.2652,0.1348,49.9003,77.7848,5.7091,1.45109709775959,229.086
28.8416,15.6011,2.6857,0.3979,0.2031,-13.8178,13.1211,13.0436,2.24050453153574,62.981
75.7318,23.2784,2.9474,0.2585,0.1337,53.2872,66.7149,21.1451,1.46937873794706,219.963
61.9494,31.0583,3.2648,0.1516,0.0834,7.1659,47.9741,10.9651,0.961030692080906,241.374
42.9224,7.9326,2.2989,0.5578,0.2789,51.3151,20.0999,1.9651,1.67209145696707,231.201
23.1709,14.3812,2.4133,0.4788,0.307,9.572,11.4031,13.6194,2.41639659666037,115.582
43.0781,22.9823,3.083,0.2107,0.107,9.2348,31.1854,5.6906,2.2106844968845,120.316
75.5387,34.826,3.8661,0.127,0.0668,60.262,73.9339,20.5386,1.33758508838273,219.342
41.6441,22.594,3.0107,0.2888,0.1576,19.9646,44.4637,18.484,2.00115524866489,125.595
94.6049,30.5083,3.7389,0.1392,0.0709,88.6854,79.2618,18.4839,1.04900382023458,315.243
22.7149,10.5732,2.3054,0.5594,0.3342,22.4666,19.5782,10.8896,2.04466862909244,173.991
49.1296,11.5361,2.4487,0.4342,0.2509,9.7204,37.6792,7.0998,1.67508342740063,219.853
40.0334,16.7695,2.6201,0.2518,0.1331,36.5979,29.1197,8.9579,1.42297072110836,140.794
13.0105,11.1066,2.1055,0.7529,0.4275,-14.5498,6.1336,10.9106,2.88611258457029,194.141
21.3781,9.9143,2.3464,0.5946,0.3311,-5.2721,16.7247,10.4878,2.16612551418087,134.089
38.7469,24.4913,2.8779,0.2689,0.1384,3.438,10.2877,17.7093,1.86499810576784,255.46
21.462,17.3662,2.3274,0.4753,0.2376,-8.5272,17.053,10.3696,1.10538852514782,149.654
58.3389,24.843,3.4371,0.1316,0.066,29.0464,34.8075,13.7119,1.69086392456543,167.285
41.1907,22.4849,3.1144,0.2436,0.1279,-7.4714,28.3789,9.7364,2.28694231703964,95.8773
20.6484,6.9116,2.1319,0.7675,0.4391,20.9065,14.322,5.8024,1.65011094687481,100.548
26.0216,9.648,2.4935,0.504,0.2616,31.9343,19.3368,4.6528,2.58055065801313,133.272
67.4091,22.8023,3.3188,0.3283,0.2455,-26.2686,39.4368,18.252,1.5727234710204,334.597
18.4901,14.4091,2.5017,0.5795,0.3543,17.8822,18.6212,2.3384,1.53245023187165,184.565
55.0826,20.1824,3.0308,0.1956,0.102,0.4276,42.2168,15.1545,1.40699908780297,227.332
24.7179,14.9382,2.4541,0.4323,0.2478,10.1766,15.6319,7.7679,1.73089495053046,219.284
51.6406,22.7532,2.7139,0.3227,0.1652,23.5217,40.3722,8.5649,1.97932859738773,279.069
48.1057,28.4766,3.1635,0.2533,0.1294,52.6424,29.7204,19.7497,1.89986877194251,265.334
19.0792,9.998,2.2553,0.5889,0.3083,24.1207,9.164,5.0535,2.94343209062518,202.863
64.8397,22.7859,3.4214,0.1804,0.0904,2.588,51.7055,13.6157,0.574588096278006,229.045
22.4688,14.9097,2.4232,0.4642,0.2887,12.0427,12.2064,12.1709,2.77676457751775,158.947
57.0078,21.2557,3.033,0.2215,0.1126,30.4996,38.3893,15.1188,1.66606967932209,268.733
21.947,20.3281,2.4864,0.4078,0.2072,12.8338,10.4007,14.8348,2.52166241392127,137.81
30.8845,17.3793,2.7792,0.4505,0.2469,33.5866,27.5615,6.7951,1.79123853561341,141.498
56.2502,25.7749,3.2911,0.1488,0.077,46.7788,49.8155,17.6717,1.42960519877227,227.323
19.2845,11.3002,2.3598,0.6157,0.3122,-9.2834,18.0623,8.2219,3.02556848723567,63.9129
95.2817,32.3601,3.7994,0.1168,0.0607,96.6212,80.6644,27.5655,1.6082609960064,263.173
32.524,15.7051,2.7226,0.3617,0.1866,25.963,16.3502,14.3522,2.05139130072953,196.225
18.8542,9.0044,2.2718,0.6791,0.484,-4.0022,13.3154,10.0476,2.46812516190221,181.296
48.4661,22.7264,2.953,0.3476,0.2033,31.5776,39.3133,24.8371,1.48208915509455,266.665
25.0031,17.8324,2.5763,0.3422,0.1737,13.2037,5.304,8.6137,2.02898863224972,175.412
123.623,32.9219,3.3583,0.195,0.1163,-40.5766,83.8441,19.0983,1.4448468201528,297.014
43.814,23.5591,2.7415,0.3064,0.1804,15.0611,24.9308,13.7095,2.08832761880254,168.601
28.5807,18.1143,2.7131,0.3969,0.2372,10.7497,17.9294,14.9383,1.90707872701253,89.1136
18.5107,13.8378,2.3793,0.5678,0.3695,-5.7674,15.6088,4.1795,1.5337684101691,220.734
37.0078,16.9054,2.8287,0.3071,0.1758,33.2045,24.3286,10.5076,1.38336095788616,200.644
15.6186,11.9091,2.2856,0.6373,0.3601,-1.0993,3.5316,6.3487,2.66757190223549,40.0383
20.2951,7.2298,2.1156,0.7433,0.3793,-3.1951,10.8325,5.5408,2.40289731003678,188.921
35.6259,16.4183,2.5866,0.4637,0.25,28.0327,35.3644,13.2177,1.35632574475319,261.617
80.9545,29.885,3.6743,0.1573,0.0875,32.514,70.974,19.9062,1.3866731588874,242.699
24.7867,22.2327,2.8319,0.2946,0.1583,-14.3863,20.5592,10.9994,2.5031428684581,186.727
25.2958,9.4956,2.4401,0.5154,0.2813,5.6749,17.8278,7.2557,2.06524937351241,181.397
24.8854,17.6444,2.5359,0.3493,0.1761,38.0786,11.9344,15.5201,1.97282618728267,192.916
28.1555,11.2633,2.4487,0.452,0.2722,6.4354,22.7847,11.1545,2.44471289091246,113.426
20.8415,7.1822,2.0663,0.6867,0.3562,-0.5062,6.1868,6.0559,2.4065092059392,154.681
25.2326,18.4218,2.3997,0.3944,0.2052,31.0208,19.5795,12.2096,2.89062253748427,186.95
53.1946,14.7069,2.8896,0.2424,0.1322,-21.0957,24.2831,7.8871,1.28197969354253,219.142
61.3727,30.4153,3.3017,0.1997,0.1026,36.3175,47.0652,29.1933,1.22759266145051,246.465
18.5361,10.4673,2.1903,0.5419,0.2742,-0.7056,6.185,4.5066,0.702825413178222,129.236
24.4464,18.334,2.5569,0.3551,0.2011,12.8798,20.1313,13.6383,1.82982737139042,133.319
64.3124,23.4215,3.2968,0.2408,0.128,-47.7099,56.5532,14.7953,1.09162151352073,293.528
26.5832,22.0264,2.683,0.2988,0.1525,-24.7413,2.6927,21.47,2.36903100510977,92.534
26.067,25.7576,2.5988,0.3627,0.1902,-25.2663,18.2108,18.3016,2.12630487332346,80.6911
37.8069,23.842,3.3945,0.2048,0.1026,17.2787,14.5118,7.4598,1.80820842677419,195.724
71.6435,29.1304,3.4371,0.1462,0.0769,15.322,48.5874,16.3146,1.42842294828146,231.966
56.1911,24.7904,3.4318,0.1883,0.0994,11.1935,32.6988,11.4617,1.12835498963409,218.27
23.7253,0,2.0663,0.7039,0.3734,0,0,9.3349,2.30579094701243,29.4987
20.47,19.9695,2.3086,0.457,0.2482,15.4241,19.5763,15.8197,2.82221731013702,211.318
20.4837,6.8753,2.1414,0.7798,0.4513,20.3073,14.7353,5.6379,1.60651527191781,179.298
30.3595,11.4298,2.3766,0.3782,0.1912,-49.3628,22.1543,8.5167,2.0224322651806,238.833
24.1399,16.6536,2.433,0.4502,0.2528,10.6501,21.6265,6.4762,2.50047186638846,164.469
59.2595,29.0385,3.5391,0.135,0.0776,50.504,36.9943,20.2622,1.36794845748707,260.422
25.0459,22.9081,2.8552,0.2959,0.1486,-21.7386,19.356,8.3062,2.34886829171802,116.741
45.6562,30.5905,3.2602,0.1703,0.0931,25.7962,23.7771,17.9494,1.99214130186513,162.036
36.9391,19.833,3.0451,0.292,0.1537,-19.253,28.9002,10.5359,1.3178143558972,256.056
45.8064,19.5178,3.0869,0.2833,0.165,-7.4746,34.423,13.2551,1.61926003196036,149.3
28.3543,25.5873,2.7668,0.3234,0.1754,29.3307,17.5713,18.6666,2.40597088111353,170.349
34.2121,22.032,2.638,0.3383,0.1899,31.7717,32.8566,11.4392,1.64580974603429,61.5099
27.8752,9.6675,2.3589,0.547,0.361,5.8722,21.343,4.5282,2.5761444393706,110.704
28.1148,17.3168,2.6439,0.3246,0.1873,-2.1751,8.3358,10.8962,1.81038643568969,156.387
41.2042,14.1489,2.8811,0.3379,0.1953,-12.991,33.551,7.0878,1.3506796420548,203.344
48.4003,19.2028,3.1793,0.1946,0.1122,22.8038,23.8349,10.1686,1.68663853555197,189.243
41.0163,20.4484,2.4518,0.2898,0.1502,44.137,28.1236,11.7974,1.42992168088166,181.842
20.2191,10.6824,2.3444,0.6109,0.31,-8.6528,18.1267,10.7245,2.41572831909874,74.4097
26.433,20.4187,2.7097,0.3259,0.2,9.6858,18.0502,15.6911,1.89270116117719,140.745
15.4067,11.9714,2.4314,0.6444,0.3648,-1.9396,3.5627,6.5407,2.87953865761892,63.5686
25.607,12.8794,2.5296,0.4313,0.2467,0.2927,9.9503,8.0393,1.5280549138141,165.305
52.2264,23.3743,3.2333,0.1905,0.0956,46.3585,38.163,7.9243,0.944260411648371,226.359
40.6004,17.6554,2.7969,0.2793,0.1636,-10.1592,14.4912,15.2488,1.91022479190027,181.029
71.929,34.3516,3.8532,0.1125,0.0594,18.1707,51.9617,25.3238,0.99369053679029,173.38
29.7627,23.3493,3.2034,0.2623,0.1606,8.7653,20.2408,14.5303,0.98751824729004,116.309
40.1519,21.0822,2.7785,0.3264,0.2073,18.0661,42.4569,14.6078,2.30001643772959,169.517
47.7858,23.6861,3.4455,0.195,0.1016,23.8975,29.8589,13.6419,1.34323218642962,191.222
49.4822,16.2215,2.9398,0.2114,0.1097,30.5095,21.1074,7.908,1.39819256699356,208.743
41.4656,33.6032,3.3477,0.1724,0.1008,20.9647,29.524,12.8534,1.9021904066917,149.933
84.3821,24.1278,3.4958,0.1718,0.0921,93.8233,63.1573,13.962,0.917617228151714,252.586
54.123,22.6619,3.0609,0.286,0.1795,29.7681,56.0712,4.6174,1.58673787350156,211.164
27.8007,16.2842,2.5472,0.383,0.2028,17.7516,22.6666,10.4829,2.19008151121457,241.939
30.1227,16.093,2.5746,0.4394,0.265,-17.245,15.2493,11.1356,1.8422717586137,221.516
24.3237,16.9759,2.6684,0.397,0.2436,3.0799,21.8963,8.8449,2.70217817870217,120.405
20.8652,15.3743,2.4843,0.5246,0.3623,19.0179,17.6239,10.8032,1.66422865570726,148.714
49.7636,28.4542,3.6142,0.1814,0.0996,41.3357,38.4275,16.1,1.34493100451756,120.551
73.7915,27.0194,3.3443,0.1987,0.1102,50.6291,75.1641,18.2167,1.80264761635818,212.029
28.5023,20.2343,2.8531,0.4137,0.2181,26.6234,20.0563,4.5108,2.57186540589345,138.9
38.685,13.7538,2.4526,0.3704,0.2063,15.4938,29.176,9.6608,1.61534781942173,222.35
20.7922,7.1641,2.0233,0.7109,0.3554,24.3782,9.6902,6.0041,1.61399975264282,102.655
12.9712,11.1602,2.0952,0.747,0.4297,-14.5735,6.7776,10.4579,2.91249739882264,194.357
61.3494,21.7627,3.0941,0.2311,0.1461,38.7526,47.0683,10.7993,1.73171392163753,221.275
60.8065,28.7891,2.9823,0.1771,0.0943,16.7117,52.382,19.6667,1.18422582969397,286.609
12.4987,11.9659,2.1446,0.6882,0.362,-16.4037,9.9499,8.7031,2.66723468176983,121.432
17.2647,10.7718,2.2695,0.6398,0.3629,-3.1312,7.9802,7.2753,2.22823195007438,171.788
13.1071,10.8976,2.3608,0.7669,0.4379,-14.2735,4.4178,11.1795,1.90021500942569,166.744
25.0768,19.7139,2.6632,0.4061,0.2313,0.2771,17.8255,12.4723,2.84187640677207,5.7456
20.1977,17.8147,2.3222,0.6,0.3357,-26.5785,13.7824,16.3283,1.96571269452719,212.861
20.2834,7.1797,2.0952,0.755,0.3815,22.7089,11.792,5.492,2.68513011168101,191.877
50.8879,21.0836,2.9848,0.2113,0.1217,10.5051,34.0812,7.1404,1.12619090600953,197.139
26.0678,14.4996,2.721,0.4981,0.3203,21.8108,22.3165,6.2733,1.89750200321794,246.447
36.6884,13.5799,2.7478,0.4164,0.2207,34.238,32.0205,7.2013,1.74550898069303,162.298
55.3383,28.0521,3.3091,0.1845,0.0925,-39.4626,40.2725,18.0415,1.77085316087196,283.367
50.6386,19.9415,2.7896,0.2435,0.1339,25.7229,35.5206,11.6248,1.95338951529306,118.974
70.3815,23.4882,3.3391,0.1425,0.0726,87.5186,54.971,9.9238,1.51348376279976,238.101
65.6466,23.2731,3.1002,0.3208,0.2076,-10.5103,38.4705,14.2071,1.47235628140739,318.289
30.2879,9.4639,2.2707,0.4772,0.244,41.1315,15.4904,11.6333,2.41718823983302,142.134
26.9136,12.4314,2.42,0.4525,0.2567,-3.6602,16.6957,9.6155,1.79851496708249,165.584
69.9918,20.4858,2.8751,0.2347,0.1247,75.4347,42.0884,17.043,1.7425493459886,286.913
36.0926,9.6575,2.3927,0.4575,0.2611,21.5892,26.6628,7.4073,1.9863005096387,273.519
65.6203,30.689,3.2445,0.1777,0.0988,32.2151,67.5998,25.9399,1.28575999168384,140.514
19.9436,12.8339,2.3454,0.4605,0.2325,-1.4502,8.3106,8.3677,2.35024448858594,200.701
77.5475,22.8198,2.9077,0.3228,0.175,67.2973,50.8484,8.7041,0.894776372089654,277.309
85.895,24.3904,3.795,0.1829,0.0987,80.4304,95.9855,7.5722,1.42703133272807,268.027
25.6872,15.5947,2.499,0.4089,0.233,5.4913,19.7074,8.7698,1.12038783262587,164.004
101.939,25.2899,3.1725,0.1869,0.0998,1.2432,71.1917,13.1046,1.77094319128283,264.238
79.7263,29.3006,3.6658,0.1524,0.0776,75.5107,81.7969,18.1684,1.25093255588828,183.294
21.0331,10.7539,2.1875,0.5844,0.3019,-5.7763,17.4986,7.4097,2.72241529677214,132.156
20.5839,16.0609,2.2368,0.4116,0.2058,24.2419,18.3629,6.0907,2.59984921310076,212.062
66.4347,17.664,2.912,0.3858,0.2162,60.8973,67.7566,12.2796,1.78872334799507,219.291
28.6908,19.3006,2.8724,0.3192,0.1683,-7.1076,18.5184,7.5662,2.49979677522116,119.789
20.0115,7.3633,2.0588,0.7162,0.4061,-0.7875,6.4702,5.3292,2.57648946720761,34.8095
77.5425,21.7152,3.3981,0.2803,0.1597,-46.965,71.7929,11.6612,0.523317569696053,283.187
15.7183,11.8468,2.2742,0.633,0.3644,-0.9802,3.5205,6.6075,2.01029523297972,161.059
31.0616,11.0944,2.3531,0.5233,0.3215,14.1348,14.9342,7.4413,2.43188220624445,123.11
45.0186,17.2847,2.8848,0.3325,0.1714,4.0297,45.8469,7.1707,1.71197843968625,141.561
64.542,29.7453,3.3389,0.1467,0.0758,75.7622,42.5985,17.6999,1.18427098750001,241.639
21.5488,6.8176,2.0774,0.7113,0.4142,22.8609,12.9205,6.4543,2.21179668196427,108.52
75.4045,40.178,3.4087,0.1178,0.0599,68.7596,60.9121,12.1566,1.92634240545545,230.517
37.1967,26.6725,3.2235,0.2062,0.1121,29.6163,18.7062,13.6322,1.79423678343855,138.16
29.9045,15.1933,2.7202,0.4724,0.2848,18.9963,28.622,7.155,1.31571194321092,173.984
49.0724,15.8036,2.9238,0.2872,0.1734,9.35,22.821,9.1958,1.83101363262212,197.569
34.2512,6.7906,2.3589,0.5821,0.3654,21.3696,21.6899,5.6587,2.56895804537404,134.486
58.6792,26.0154,3.2076,0.2709,0.141,33.4313,51.1059,6.8846,1.9669063828232,269.606
26.8132,19.8716,2.4976,0.3752,0.1924,31.0507,24.4633,17.1262,2.40614138973634,117.734
17.2132,11.164,2.3927,0.5587,0.3138,-1.3684,6.4231,5.4112,2.45099886623518,127.75
32.5446,17.6636,2.7007,0.2809,0.1424,20.1811,16.7055,11.6652,1.86572992330025,175.518
33.6985,15.6267,2.736,0.3214,0.1625,11.6386,20.1723,15.9402,1.40791369642517,236.628
105.264,41.3551,3.6546,0.1805,0.0909,-33.9941,78.1311,19.6724,1.55809941392928,328.714
53.8621,20.8043,3.1123,0.2811,0.1463,40.1308,53.498,9.8433,2.01970681309794,224.619
56.9476,18.6554,2.8791,0.3461,0.1856,59.1264,45.6703,12.8284,1.16133676456956,240.921
12.867,11.3195,2.1414,0.722,0.4296,-14.8022,8.3638,6.7735,2.55618164161454,214.914
24.6723,20.2049,2.4548,0.4456,0.2333,5.5508,15.9039,18.0809,2.6893043422285,139.857
12.976,10.3524,2.3865,0.7639,0.5236,12.3762,5.9192,4.0378,0.934917608849297,168.262
44.7735,24.8108,2.9948,0.2298,0.1169,4.5047,39.2384,19.1623,1.50218042631734,192.522
20.6085,11.5177,2.2455,0.5852,0.3153,10.969,19.5445,8.5657,2.28443001805166,131.877
67.7932,22.1934,3.0607,0.2165,0.1239,30.6521,64.2621,17.9046,1.57188734333004,276.753
35.9532,27.0765,2.9373,0.2819,0.1519,31.1459,30.8355,29.4537,2.36392075377058,183.571
85.6371,28.8898,3.4044,0.199,0.1141,-35.8247,35.4987,21.9631,1.05671508269345,325.385
94.7218,38.4855,4.1226,0.0802,0.0404,25.8007,78.4474,17.5828,1.13780674396603,252.039
43.6702,20.8285,2.9167,0.2617,0.1423,20.9315,43.5221,11.4343,1.62091211529107,231.242
37.2778,22.6126,2.847,0.2432,0.1458,17.5744,8.2563,14.9139,1.69194888860743,95.0646
76.6097,36.4165,4.0844,0.1027,0.0525,53.6165,67.8896,15.3138,1.08373364242486,217.528
68.9088,26.5542,3.3161,0.1657,0.0867,56.9762,57.051,11.8513,0.926168371604372,266.31
46.5588,13.3629,2.5391,0.5058,0.3223,46.2978,33.6985,12.273,1.82240071912934,166.51
34.7049,17.8712,2.7118,0.3068,0.168,18.8845,24.4809,16.7615,2.02088919636153,135.966
25.7288,15.0604,2.5723,0.415,0.2289,1.9492,23.5596,6.7967,2.28247516727368,207.386
27.2918,17.8596,2.4571,0.349,0.1763,24.583,25.5889,11.701,2.04543445227906,202.691
52.0784,40.8296,3.4468,0.1258,0.0634,19.7963,38.9315,18.2938,1.55200969950849,140.33
21.9177,10.3998,2.2405,0.5517,0.2902,-3.6236,16.4387,7.5575,2.61333022346373,157.678
21.9664,15.3013,2.5459,0.5491,0.3457,20.5225,21.2193,3.4783,1.64866235566144,187.286
20.7386,12.6304,2.5334,0.5593,0.3441,12.1392,17.8583,6.5028,2.33905906499762,147.634
61.1326,19.6959,3.2777,0.22,0.1153,24.4899,67.0374,10.0337,1.61997204697325,233.925
13.1462,10.9455,2.1055,0.7686,0.4039,-14.7806,3.2397,11.7943,2.72469593564881,240.779
12.8702,11.4376,2.1156,0.7356,0.387,-15.1147,6.0869,11.4866,3.02000457310146,123.036
98.0245,22.3316,3.5637,0.1797,0.0916,36.9658,95.7514,7.1044,1.09677396517954,270.99
25.9963,17.1008,2.6702,0.3825,0.2126,4.6758,16.9803,10.872,3.03845518637741,46.9963
27.2296,17.5805,2.7585,0.3714,0.2014,13.7829,21.6176,10.4868,1.19841991430756,116.776
40.0572,16.2294,2.4893,0.3468,0.1799,-10.8714,26.2948,9.4323,2.05676821687638,205.21
65.9033,16.4847,3.1472,0.2252,0.1336,56.452,60.6612,7.2997,1.06942894875708,243.808
25.3267,14.4796,2.5496,0.3977,0.213,-18.4885,14.7904,5.3284,3.00063498355468,53.8159
79.5318,19.7938,2.7675,0.2886,0.1529,56.1853,61.0039,17.8268,1.3457728765652,272.398
27.6178,9.6148,2.3021,0.4738,0.2469,7.3108,19.5239,7.6898,2.88216318606961,50.4708
34.9763,10.7542,2.5694,0.4609,0.2574,19.3426,17.0663,6.0541,1.70943170023076,178.831
39.4235,23.0476,3.1144,0.2551,0.1341,16.0841,34.2025,15.7066,1.71741823256577,152.976
33.9768,18.3016,2.7642,0.3408,0.2126,3.7503,24.2362,10.7984,2.90736661045474,43.6149
26.567,18.815,2.8176,0.3227,0.2017,11.1595,15.0154,8.5459,1.87294410258118,226.567
12.8721,11.3311,2.1156,0.728,0.4253,-14.853,8.1961,8.6555,2.5713023692124,77.6975
34.5605,12.149,2.6395,0.4312,0.2672,14.9886,24.5061,7.337,1.57304470379743,145.628
16.1144,10.7622,2.3096,0.6961,0.4534,-3.2083,1.745,8.9517,2.98848011208884,196.851
31.6769,19.2556,2.5617,0.3841,0.1962,28.5514,28.6597,14.8882,2.83527441390021,226.045
41.4947,23.9692,3.5532,0.2126,0.109,-2.2167,11.9584,11.5529,1.50193698559654,185.47
33.6195,24.7136,2.757,0.273,0.1671,-3.4119,31.5837,15.3934,2.37605274057254,103.945
51.7656,30.7225,3.578,0.1601,0.0871,38.2446,39.4275,14.3551,1.66135203320183,197.258
22.0016,10.1677,2.2945,0.5787,0.297,23.5414,17.9852,10.7335,2.32752646392751,155.428
21.6421,9.9561,2.2122,0.6258,0.3466,21.8239,18.7207,11.2487,2.60415763165858,127.847
90.1049,22.951,3.1608,0.2272,0.1136,69.0797,92.7354,23.146,1.93595784136375,277.043
35.996,15.5616,2.6955,0.4032,0.2147,14.0089,34.9611,9.7797,2.20732155915482,116.789
17.6381,15.5527,2.5441,0.5486,0.3157,-2.4099,11.5819,4.9912,2.83283402231162,188.867
76.2706,22.3676,3.4125,0.2077,0.1213,42.4767,72.7309,6.9765,1.65702261549177,230.045
39.2466,24.2978,3.1817,0.2468,0.1471,16.6391,26.7323,5.3645,2.0713468634845,165.523
29.4876,16.237,2.7927,0.3336,0.1829,35.0454,10.6867,8.2457,1.08365506829765,142.494
81.174,22.1521,3.2466,0.2397,0.1363,-43.6995,72.5212,16.9084,1.26602133963525,287.038
23.8533,19.6965,2.692,0.372,0.2185,-4.1573,19.8561,14.2618,2.61636453773138,123.296
12.7273,11.6358,2.1804,0.7129,0.3927,-15.5745,8.9228,9.5077,2.44426790286424,204.895
18.9069,13.6793,2.5205,0.5792,0.3394,-7.0648,16.3617,3.3348,2.66251997648519,132.657
20.2006,17.3896,2.4661,0.5162,0.2684,16.4123,16.8542,7.1931,1.7747389662313,119.783
87.4915,30.701,3.3165,0.1375,0.075,50.0257,91.366,20.7408,1.5955503198723,215.939
53.2936,13.4141,2.7763,0.4017,0.2418,57.3811,45.0169,3.0146,1.47309980698944,176.269
61.1429,24.6071,3.3858,0.2061,0.115,13.7515,56.1704,13.197,1.68168770859983,247.101
77.8656,32.3037,3.5645,0.2129,0.1168,48.0801,79.9021,11.5384,1.15424921895032,314.071
25.6901,12.6439,2.6753,0.4562,0.2439,-0.5427,13.471,9.2902,2.46907074818717,123.714
45.0948,16.4904,2.9963,0.2602,0.1467,-3.6668,13.9027,10.8361,1.44509541021508,179.202
38.5073,22.6766,2.8494,0.2348,0.1195,28.823,17.7287,14.5938,2.24758390259599,60.2772
22.1643,11.0356,2.2765,0.5926,0.3466,15.8231,18.9287,5.5689,2.14787108380541,116.737
83.3164,22.8416,3.2398,0.2073,0.1333,-46.6311,70.4124,17.6231,1.24336739677942,294.692
70.8315,22.3982,3.3197,0.2227,0.1252,81.8166,69.0231,19.2635,1.79515364491856,248.983
34.8534,6.6139,2.5353,0.5306,0.2668,-49.8274,21.7595,3.1,1.04815815474468,280.666
27.5367,10.0171,2.3664,0.5161,0.2774,11.3526,21.7574,4.372,1.88390137453257,85.9899
32.2232,10.1951,2.4955,0.377,0.1965,-8.7485,24.4939,5.144,1.63954933473805,150.414
32.8734,19.5686,2.8831,0.3063,0.18,12.5519,20.3134,9.6089,1.6616136668849,163.69
36.1456,19.3865,2.9775,0.2791,0.1511,10.6422,24.1048,13.9788,1.6055073877509,149.081
101.59,31.0974,3.4678,0.1502,0.0839,32.0957,77.2265,15.3875,1.04488636947588,306.838
34.664,12.5674,2.6454,0.3914,0.2251,11.6629,28.1683,8.6285,0.751414511797399,170.336
63.7085,38.5389,3.3946,0.1165,0.0586,33.4749,51.8604,21.4838,2.30823421578343,179.017
20.1082,7.112,2.1746,0.7759,0.4047,21.6425,12.8318,5.2305,1.97736875980564,127.573
35.3788,13.3014,2.541,0.4719,0.246,17.6442,19.5194,9.732,1.39329195641585,137.491
34.3084,9.2682,2.4969,0.4299,0.2182,-35.7422,25.3377,7.4421,1.40771657864695,122.989
72.9599,30.7461,3.6432,0.1521,0.0765,-2.8108,59.2303,23.1615,1.49445076333179,258.822
45.9494,15.0612,2.7727,0.4034,0.2118,21.6981,37.3562,8.8865,1.946890486505,199.806
28.9745,10.8616,2.5441,0.44,0.2557,-18.5555,18.1993,8.1459,1.50633750061586,168.448
21.1063,6.6598,2.0917,0.7611,0.4737,20.1204,15.6882,6.1724,1.67384805146772,150.165
77.5988,38.494,3.9316,0.1006,0.0505,83.1377,61.3527,29.8495,1.47815713372401,247.285
49.2474,20.7543,3.3033,0.2263,0.1256,19.1143,41.5419,4.9216,1.6995469388025,252.168
39.0778,11.1994,2.6325,0.324,0.1783,40.0238,10.8494,6.8493,1.83439262026636,198.609
58.6077,18.0167,2.8166,0.2578,0.1335,59.9861,38.1032,8.4731,0.711311764015569,241.974
37.3484,16.1795,2.781,0.3013,0.1598,-9.6098,32.6128,8.4204,0.799804615933653,177.726
20.2506,15.4963,2.4464,0.5009,0.2844,12.5594,18.8544,11.8336,2.03681176700914,95.6973
18.6811,10.1583,2.281,0.6073,0.3325,22.5986,10.8606,5.0252,2.55495337750479,67.0659
79.664,13.2776,2.7694,0.3895,0.2764,-28.399,59.3963,5.1437,1.14336663743039,333.205
28.7156,13.9972,2.5792,0.4242,0.2332,-20.5848,13.8408,6.6946,2.34408292150222,240.26
19.9784,11.9517,2.2833,0.6406,0.3932,10.4143,20.3829,3.8522,2.99153367247436,155.076
12.6909,11.6998,2.0233,0.7109,0.3839,-15.67,8.7551,10.1004,2.74540479860599,155.297
73.8115,22.5542,3.211,0.2245,0.1153,38.1978,70.6669,10.0727,1.59965809354684,203.818
60.4811,28.5022,3.4893,0.2142,0.11,-43.9094,45.6313,15.6241,1.02546099605449,285.973
54.8891,24.3038,3.3422,0.1824,0.1025,36.9337,41.3788,10.6542,1.34551637567937,224.356
